student_dim_id,sis_user_id,student_label,export_id,canvas_gradebook_section,graduation_year,graduation_year_suffix,cohort_label,entry_school_year,entry_school_year_offset,graduation_school_year,graduation_school_year_offset,attendance_category,attendance_probability,latest_academic_profile_status,latest_posterior_readiness,latest_latent_readiness,latest_present_score
556,SYN-SIS-000556,Synthetic Student 556,SYN-EXP-000556,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9835,updated_assignment_14,33.711119176615725,35.2588,33.55
557,SYN-SIS-000557,Synthetic Student 557,SYN-EXP-000557,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9813,updated_assignment_14,27.095316750556602,27.5252,25.92
558,SYN-SIS-000558,Synthetic Student 558,SYN-EXP-000558,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9849,updated_assignment_14,88.61130847824536,89.8781,90.52
559,SYN-SIS-000559,Synthetic Student 559,SYN-EXP-000559,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9479,updated_assignment_14,26.071776744768307,31.4713,24.52
560,SYN-SIS-000560,Synthetic Student 560,SYN-EXP-000560,Section D,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9155,updated_assignment_14,63.6284555848319,68.3908,64.32
561,SYN-SIS-000561,Synthetic Student 561,SYN-EXP-000561,Section A,2033,33,class_of_2033,2029-2030,4,,7,high,0.9927,updated_assignment_14,66.87063438786281,67.8577,67.73
562,SYN-SIS-000562,Synthetic Student 562,SYN-EXP-000562,Section B,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.706,updated_assignment_14,85.50664576764507,90.9622,86.33
563,SYN-SIS-000563,Synthetic Student 563,SYN-EXP-000563,Section C,2033,33,class_of_2033,2029-2030,4,,7,high,0.9915,updated_assignment_14,48.037678385465505,47.8793,48.27
564,SYN-SIS-000564,Synthetic Student 564,SYN-EXP-000564,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9671,updated_assignment_14,77.80266171662996,82.8351,78.5
565,SYN-SIS-000565,Synthetic Student 565,SYN-EXP-000565,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9587,updated_assignment_14,39.15239389099628,40.0648,39.76
566,SYN-SIS-000566,Synthetic Student 566,SYN-EXP-000566,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9162,updated_assignment_14,53.70366296481708,58.2424,53.39
567,SYN-SIS-000567,Synthetic Student 567,SYN-EXP-000567,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9474,updated_assignment_14,52.1076053470527,48.2926,52.98
568,SYN-SIS-000568,Synthetic Student 568,SYN-EXP-000568,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9964,updated_assignment_14,51.25155617256709,55.0125,51.83
569,SYN-SIS-000569,Synthetic Student 569,SYN-EXP-000569,Section A,2033,33,class_of_2033,2029-2030,4,,7,at_risk,0.5967,observed_readiness_unchanged_absent,55.824655029231934,65.1752,55.68
570,SYN-SIS-000570,Synthetic Student 570,SYN-EXP-000570,Section B,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9047,updated_assignment_14,67.39407556968757,69.4605,68.84
571,SYN-SIS-000571,Synthetic Student 571,SYN-EXP-000571,Section C,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9441,updated_assignment_14,42.09380068332141,37.0359,43.4
572,SYN-SIS-000572,Synthetic Student 572,SYN-EXP-000572,Section D,2033,33,class_of_2033,2029-2030,4,,7,high,0.9954,updated_assignment_14,79.1062191614188,78.0726,80.83
573,SYN-SIS-000573,Synthetic Student 573,SYN-EXP-000573,Section A,2033,33,class_of_2033,2029-2030,4,,7,normal,0.9558,updated_assignment_14,51.43356614728869,54.7443,51.72
574,SYN-SIS-000574,Synthetic Student 574,SYN-EXP-000574,Section B,2033,33,class_of_2033,2029-2030,4,,7,high,0.9788,updated_assignment_14,36.07467187676762,39.3946,35.76
575,SYN-SIS-000575,Synthetic Student 575,SYN-EXP-000575,Section C,2034,34,class_of_2034,2030-2031,5,,8,at_risk,0.6115,updated_assignment_14,21.884308969525595,25.0482,22.16
576,SYN-SIS-000576,Synthetic Student 576,SYN-EXP-000576,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9489,updated_assignment_14,67.69137001385614,69.8175,69.32
577,SYN-SIS-000577,Synthetic Student 577,SYN-EXP-000577,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8778,updated_assignment_14,41.43505646866855,37.4383,41.92
578,SYN-SIS-000578,Synthetic Student 578,SYN-EXP-000578,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9298,updated_assignment_14,44.99084906035285,46.3345,45.25
579,SYN-SIS-000579,Synthetic Student 579,SYN-EXP-000579,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9025,updated_assignment_14,45.39071752338106,47.0206,45.53
580,SYN-SIS-000580,Synthetic Student 580,SYN-EXP-000580,Section D,2034,34,class_of_2034,2030-2031,5,,8,high,0.9871,updated_assignment_14,50.55231770504518,48.5135,52.54
581,SYN-SIS-000581,Synthetic Student 581,SYN-EXP-000581,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9355,updated_assignment_14,77.26000233191037,74.8968,79.26
582,SYN-SIS-000582,Synthetic Student 582,SYN-EXP-000582,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8787,updated_assignment_14,48.47581163059422,50.7195,49.72
583,SYN-SIS-000583,Synthetic Student 583,SYN-EXP-000583,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.892,updated_assignment_14,57.59007709594013,58.8941,59.17
584,SYN-SIS-000584,Synthetic Student 584,SYN-EXP-000584,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.888,updated_assignment_14,58.16344939649621,59.0064,59.89
585,SYN-SIS-000585,Synthetic Student 585,SYN-EXP-000585,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9495,updated_assignment_14,68.13699877707258,69.5335,70.73
586,SYN-SIS-000586,Synthetic Student 586,SYN-EXP-000586,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.9872,updated_assignment_14,43.278905657380314,41.9356,44.36
587,SYN-SIS-000587,Synthetic Student 587,SYN-EXP-000587,Section C,2034,34,class_of_2034,2030-2031,5,,8,high,0.9793,updated_assignment_14,47.95918614119229,49.2344,49.26
588,SYN-SIS-000588,Synthetic Student 588,SYN-EXP-000588,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9257,updated_assignment_14,61.36178585693601,58.777,62.75
589,SYN-SIS-000589,Synthetic Student 589,SYN-EXP-000589,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9182,updated_assignment_14,76.46462831268707,73.357,78.62
590,SYN-SIS-000590,Synthetic Student 590,SYN-EXP-000590,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8841,updated_assignment_14,90.48624275015257,87.154,92.93
591,SYN-SIS-000591,Synthetic Student 591,SYN-EXP-000591,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.94,updated_assignment_14,67.110744206953,68.4788,68.87
592,SYN-SIS-000592,Synthetic Student 592,SYN-EXP-000592,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9219,updated_assignment_14,19.45339431926278,15.9892,18.05
593,SYN-SIS-000593,Synthetic Student 593,SYN-EXP-000593,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.938,updated_assignment_14,42.716058006487984,44.5968,42.87
594,SYN-SIS-000594,Synthetic Student 594,SYN-EXP-000594,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.9899,updated_assignment_14,87.65952694338186,88.9414,90.04
595,SYN-SIS-000595,Synthetic Student 595,SYN-EXP-000595,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8579,updated_assignment_14,29.843469249551543,29.1259,30.11
596,SYN-SIS-000596,Synthetic Student 596,SYN-EXP-000596,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9362,updated_assignment_14,30.323302796489127,29.9614,30.9
597,SYN-SIS-000597,Synthetic Student 597,SYN-EXP-000597,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8815,updated_assignment_14,41.58199930254674,39.8123,42.26
598,SYN-SIS-000598,Synthetic Student 598,SYN-EXP-000598,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.9709,updated_assignment_14,42.27643966679974,42.1123,41.63
599,SYN-SIS-000599,Synthetic Student 599,SYN-EXP-000599,Section C,2034,34,class_of_2034,2030-2031,5,,8,at_risk,0.7607,updated_assignment_14,48.9261024363955,55.3749,48.71
600,SYN-SIS-000600,Synthetic Student 600,SYN-EXP-000600,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8902,observed_readiness_unchanged_absent,32.83425464640822,48.8528,31.32
601,SYN-SIS-000601,Synthetic Student 601,SYN-EXP-000601,Section A,2034,34,class_of_2034,2030-2031,5,,8,high,0.9827,updated_assignment_14,81.91326593338327,81.2868,83.27
602,SYN-SIS-000602,Synthetic Student 602,SYN-EXP-000602,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.9549,updated_assignment_14,47.03014689875165,44.8844,48.14
603,SYN-SIS-000603,Synthetic Student 603,SYN-EXP-000603,Section C,2034,34,class_of_2034,2030-2031,5,,8,high,0.9796,updated_assignment_14,71.97494225925105,73.6065,73.1
604,SYN-SIS-000604,Synthetic Student 604,SYN-EXP-000604,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9227,updated_assignment_14,91.47846952900642,90.5577,92.63
605,SYN-SIS-000605,Synthetic Student 605,SYN-EXP-000605,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9146,updated_assignment_14,83.0698437841855,84.2481,85.68
606,SYN-SIS-000606,Synthetic Student 606,SYN-EXP-000606,Section B,2034,34,class_of_2034,2030-2031,5,,8,at_risk,0.7361,observed_readiness_unchanged_absent,34.59172413793104,37.8931,32.68
607,SYN-SIS-000607,Synthetic Student 607,SYN-EXP-000607,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9388,updated_assignment_14,65.06141036426718,68.0705,65.96
608,SYN-SIS-000608,Synthetic Student 608,SYN-EXP-000608,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9718,updated_assignment_14,51.38967781782402,53.0348,52.35
609,SYN-SIS-000609,Synthetic Student 609,SYN-EXP-000609,Section A,2034,34,class_of_2034,2030-2031,5,,8,high,0.9891,updated_assignment_14,86.73281687833202,86.9035,87.93
610,SYN-SIS-000610,Synthetic Student 610,SYN-EXP-000610,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9259,updated_assignment_14,16.470305977071483,20.0867,15.31
611,SYN-SIS-000611,Synthetic Student 611,SYN-EXP-000611,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9624,updated_assignment_14,32.45816434432624,34.2112,33.75
612,SYN-SIS-000612,Synthetic Student 612,SYN-EXP-000612,Section D,2034,34,class_of_2034,2030-2031,5,,8,high,0.9789,updated_assignment_14,36.99608441387869,35.9887,37.75
613,SYN-SIS-000613,Synthetic Student 613,SYN-EXP-000613,Section A,2034,34,class_of_2034,2030-2031,5,,8,high,0.9893,updated_assignment_14,38.843661906829794,42.4939,39.8
614,SYN-SIS-000614,Synthetic Student 614,SYN-EXP-000614,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9098,observed_readiness_unchanged_absent,21.546171072999098,28.8123,20.57
615,SYN-SIS-000615,Synthetic Student 615,SYN-EXP-000615,Section C,2034,34,class_of_2034,2030-2031,5,,8,high,0.9894,updated_assignment_14,87.74402485607055,89.5637,88.34
616,SYN-SIS-000616,Synthetic Student 616,SYN-EXP-000616,Section D,2034,34,class_of_2034,2030-2031,5,,8,high,0.9817,updated_assignment_14,66.72039483340895,67.9627,67.55
617,SYN-SIS-000617,Synthetic Student 617,SYN-EXP-000617,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8933,updated_assignment_14,50.03254561958814,47.4032,51.32
618,SYN-SIS-000618,Synthetic Student 618,SYN-EXP-000618,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9372,observed_readiness_unchanged_absent,34.46507228153574,42.4917,33.38
619,SYN-SIS-000619,Synthetic Student 619,SYN-EXP-000619,Section C,2034,34,class_of_2034,2030-2031,5,,8,high,0.9925,updated_assignment_14,76.62655087690399,80.2432,77.78
620,SYN-SIS-000620,Synthetic Student 620,SYN-EXP-000620,Section D,2034,34,class_of_2034,2030-2031,5,,8,high,0.9817,updated_assignment_14,28.00295798824592,23.881,29.22
621,SYN-SIS-000621,Synthetic Student 621,SYN-EXP-000621,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9394,updated_assignment_14,38.4465698047278,36.5504,38.89
622,SYN-SIS-000622,Synthetic Student 622,SYN-EXP-000622,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.9953,updated_assignment_14,64.88556773303287,62.7929,65.91
623,SYN-SIS-000623,Synthetic Student 623,SYN-EXP-000623,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9227,updated_assignment_14,46.05927556143907,47.8028,46.19
624,SYN-SIS-000624,Synthetic Student 624,SYN-EXP-000624,Section D,2034,34,class_of_2034,2030-2031,5,,8,high,0.9625,updated_assignment_14,50.58527724508744,54.1464,51.22
625,SYN-SIS-000625,Synthetic Student 625,SYN-EXP-000625,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9402,observed_readiness_unchanged_absent,30.41159300591455,33.2837,31.06
626,SYN-SIS-000626,Synthetic Student 626,SYN-EXP-000626,Section B,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9256,updated_assignment_14,50.98076348910447,51.3689,52.48
627,SYN-SIS-000627,Synthetic Student 627,SYN-EXP-000627,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9546,updated_assignment_14,60.01375947896818,61.462,61.5
628,SYN-SIS-000628,Synthetic Student 628,SYN-EXP-000628,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9009,updated_assignment_14,90.82434032321693,95.21,92.87
629,SYN-SIS-000629,Synthetic Student 629,SYN-EXP-000629,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.8943,updated_assignment_14,76.76049408298054,75.6164,78.32
630,SYN-SIS-000630,Synthetic Student 630,SYN-EXP-000630,Section B,2034,34,class_of_2034,2030-2031,5,,8,high,0.988,updated_assignment_14,46.41167507942956,45.1586,46.77
631,SYN-SIS-000631,Synthetic Student 631,SYN-EXP-000631,Section C,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9392,updated_assignment_14,27.498190966000365,27.6574,27.77
632,SYN-SIS-000632,Synthetic Student 632,SYN-EXP-000632,Section D,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9453,updated_assignment_14,81.20541394058488,83.1585,82.31
633,SYN-SIS-000633,Synthetic Student 633,SYN-EXP-000633,Section A,2034,34,class_of_2034,2030-2031,5,,8,normal,0.9149,updated_assignment_14,63.18645165568006,65.1519,64.01
634,SYN-SIS-000634,Synthetic Student 634,SYN-EXP-000634,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9801,updated_assignment_14,79.88540353745542,83.0908,82.03
635,SYN-SIS-000635,Synthetic Student 635,SYN-EXP-000635,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.9617,updated_assignment_14,78.48653299643281,81.2659,80.15
636,SYN-SIS-000636,Synthetic Student 636,SYN-EXP-000636,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9205,initialized_assignment_14,65.74448275862068,68.8024,68.82
637,SYN-SIS-000637,Synthetic Student 637,SYN-EXP-000637,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8921,updated_assignment_14,59.168537901307964,63.4829,61.06
638,SYN-SIS-000638,Synthetic Student 638,SYN-EXP-000638,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9931,updated_assignment_14,59.7721672116528,63.6033,60.78
639,SYN-SIS-000639,Synthetic Student 639,SYN-EXP-000639,Section C,2035,35,class_of_2035,2031-2032,6,,9,at_risk,0.6477,observed_readiness_unchanged_absent,45.43931034482759,53.8666,45.52
640,SYN-SIS-000640,Synthetic Student 640,SYN-EXP-000640,Section D,2035,35,class_of_2035,2031-2032,6,,9,at_risk,0.6729,updated_assignment_14,53.260818816884665,54.3843,54.36
641,SYN-SIS-000641,Synthetic Student 641,SYN-EXP-000641,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.948,updated_assignment_14,35.510355677764565,35.3208,36.03
642,SYN-SIS-000642,Synthetic Student 642,SYN-EXP-000642,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9951,updated_assignment_14,65.78057728894174,62.2828,67.95
643,SYN-SIS-000643,Synthetic Student 643,SYN-EXP-000643,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9287,updated_assignment_14,32.38251085017836,34.5168,31.93
644,SYN-SIS-000644,Synthetic Student 644,SYN-EXP-000644,Section D,2035,35,class_of_2035,2031-2032,6,,9,high,0.9532,updated_assignment_14,94.0535263079667,90.3234,97.31
645,SYN-SIS-000645,Synthetic Student 645,SYN-EXP-000645,Section A,2035,35,class_of_2035,2031-2032,6,,9,at_risk,0.6827,updated_assignment_14,26.953397592152196,25.4425,27.56
646,SYN-SIS-000646,Synthetic Student 646,SYN-EXP-000646,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9853,updated_assignment_14,37.09025802615933,38.155,37.79
647,SYN-SIS-000647,Synthetic Student 647,SYN-EXP-000647,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9663,updated_assignment_14,61.379298751486324,62.6437,63.14
648,SYN-SIS-000648,Synthetic Student 648,SYN-EXP-000648,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9172,updated_assignment_14,20.30993564209275,20.5414,21.01
649,SYN-SIS-000649,Synthetic Student 649,SYN-EXP-000649,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9916,updated_assignment_14,26.956143281807375,24.1249,26.76
650,SYN-SIS-000650,Synthetic Student 650,SYN-EXP-000650,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8851,initialized_assignment_14,76.7148275862069,79.9072,82.54
651,SYN-SIS-000651,Synthetic Student 651,SYN-EXP-000651,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9222,updated_assignment_14,31.159473692033295,27.4642,31.8
652,SYN-SIS-000652,Synthetic Student 652,SYN-EXP-000652,Section D,2035,35,class_of_2035,2031-2032,6,,9,high,0.9798,updated_assignment_14,52.765698870392384,52.6622,54.87
653,SYN-SIS-000653,Synthetic Student 653,SYN-EXP-000653,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9104,updated_assignment_14,64.56064997027349,66.9194,65.53
654,SYN-SIS-000654,Synthetic Student 654,SYN-EXP-000654,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9875,updated_assignment_14,51.33950966111772,51.1498,51.33
655,SYN-SIS-000655,Synthetic Student 655,SYN-EXP-000655,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.9821,updated_assignment_14,64.242040725327,57.6516,67.13
656,SYN-SIS-000656,Synthetic Student 656,SYN-EXP-000656,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9188,updated_assignment_14,76.75569976218787,81.3705,77.36
657,SYN-SIS-000657,Synthetic Student 657,SYN-EXP-000657,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9872,updated_assignment_14,39.99273602853746,42.1051,41.31
658,SYN-SIS-000658,Synthetic Student 658,SYN-EXP-000658,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9922,updated_assignment_14,40.10171878715815,43.3937,40.98
659,SYN-SIS-000659,Synthetic Student 659,SYN-EXP-000659,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.976,updated_assignment_14,40.36710746135553,36.392,41.12
660,SYN-SIS-000660,Synthetic Student 660,SYN-EXP-000660,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9642,updated_assignment_14,49.431295481569556,50.4337,50.05
661,SYN-SIS-000661,Synthetic Student 661,SYN-EXP-000661,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9461,updated_assignment_14,65.71680737217599,69.945,67.31
662,SYN-SIS-000662,Synthetic Student 662,SYN-EXP-000662,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9044,updated_assignment_14,31.51825401307967,34.4064,31.12
663,SYN-SIS-000663,Synthetic Student 663,SYN-EXP-000663,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.9664,updated_assignment_14,28.56502274078478,29.1136,28.7
664,SYN-SIS-000664,Synthetic Student 664,SYN-EXP-000664,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8805,updated_assignment_14,76.9635783293698,75.7299,79.57
665,SYN-SIS-000665,Synthetic Student 665,SYN-EXP-000665,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9879,updated_assignment_14,41.91618266944114,44.6846,40.9
666,SYN-SIS-000666,Synthetic Student 666,SYN-EXP-000666,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9547,updated_assignment_14,18.053728894173606,19.796,17.61
667,SYN-SIS-000667,Synthetic Student 667,SYN-EXP-000667,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.9657,updated_assignment_14,44.79024970273483,44.0789,44.91
668,SYN-SIS-000668,Synthetic Student 668,SYN-EXP-000668,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9348,updated_assignment_14,28.26006911414982,25.4786,28.74
669,SYN-SIS-000669,Synthetic Student 669,SYN-EXP-000669,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9773,updated_assignment_14,68.06176843043995,69.3964,69.14
670,SYN-SIS-000670,Synthetic Student 670,SYN-EXP-000670,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8773,updated_assignment_14,63.24408085612366,61.673,65.16
671,SYN-SIS-000671,Synthetic Student 671,SYN-EXP-000671,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9312,updated_assignment_14,53.826631093935795,54.1568,55.37
672,SYN-SIS-000672,Synthetic Student 672,SYN-EXP-000672,Section D,2035,35,class_of_2035,2031-2032,6,,9,high,0.9924,updated_assignment_14,30.300888525564805,37.5728,29.35
673,SYN-SIS-000673,Synthetic Student 673,SYN-EXP-000673,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9748,updated_assignment_14,67.79805841260405,69.1394,69.61
674,SYN-SIS-000674,Synthetic Student 674,SYN-EXP-000674,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8292,initialized_assignment_14,57.748448275862074,61.8131,60.09
675,SYN-SIS-000675,Synthetic Student 675,SYN-EXP-000675,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9367,updated_assignment_14,61.46265621284186,64.3282,62.93
676,SYN-SIS-000676,Synthetic Student 676,SYN-EXP-000676,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9485,updated_assignment_14,51.88886608204518,53.4933,52.31
677,SYN-SIS-000677,Synthetic Student 677,SYN-EXP-000677,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9176,initialized_assignment_14,25.63206896551724,19.4753,21.34
678,SYN-SIS-000678,Synthetic Student 678,SYN-EXP-000678,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9072,updated_assignment_14,68.21775193222354,68.8072,69.38
679,SYN-SIS-000679,Synthetic Student 679,SYN-EXP-000679,Section C,2035,35,class_of_2035,2031-2032,6,,9,at_risk,0.7213,initialized_assignment_14,49.866206896551724,49.949,50.76
680,SYN-SIS-000680,Synthetic Student 680,SYN-EXP-000680,Section D,2035,35,class_of_2035,2031-2032,6,,9,at_risk,0.7061,updated_assignment_14,77.17633650416172,77.715,78.95
681,SYN-SIS-000681,Synthetic Student 681,SYN-EXP-000681,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9428,updated_assignment_14,53.767314803805,57.0331,54.61
682,SYN-SIS-000682,Synthetic Student 682,SYN-EXP-000682,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8893,updated_assignment_14,61.19200193222355,60.094,62.64
683,SYN-SIS-000683,Synthetic Student 683,SYN-EXP-000683,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.9719,updated_assignment_14,77.17233085612366,80.9289,78.51
684,SYN-SIS-000684,Synthetic Student 684,SYN-EXP-000684,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9513,updated_assignment_14,43.36623454221165,45.0347,43.57
685,SYN-SIS-000685,Synthetic Student 685,SYN-EXP-000685,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9458,updated_assignment_14,44.36829473840667,42.9809,44.95
686,SYN-SIS-000686,Synthetic Student 686,SYN-EXP-000686,Section B,2035,35,class_of_2035,2031-2032,6,,9,high,0.9877,updated_assignment_14,58.26955395362664,56.6124,60.17
687,SYN-SIS-000687,Synthetic Student 687,SYN-EXP-000687,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9299,initialized_assignment_14,40.53086206896552,41.5409,39.71
688,SYN-SIS-000688,Synthetic Student 688,SYN-EXP-000688,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8756,updated_assignment_14,83.82680469678954,85.2159,87.31
689,SYN-SIS-000689,Synthetic Student 689,SYN-EXP-000689,Section A,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9089,initialized_assignment_14,31.685517241379312,28.1956,29.24
690,SYN-SIS-000690,Synthetic Student 690,SYN-EXP-000690,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9141,updated_assignment_14,32.34494887039239,36.0965,33.07
691,SYN-SIS-000691,Synthetic Student 691,SYN-EXP-000691,Section C,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9128,updated_assignment_14,11.876633620689656,13.967,10.88
692,SYN-SIS-000692,Synthetic Student 692,SYN-EXP-000692,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9289,updated_assignment_14,50.50512960760999,51.8892,51.97
693,SYN-SIS-000693,Synthetic Student 693,SYN-EXP-000693,Section A,2035,35,class_of_2035,2031-2032,6,,9,high,0.9752,updated_assignment_14,42.13630395362664,41.5597,42.68
694,SYN-SIS-000694,Synthetic Student 694,SYN-EXP-000694,Section B,2035,35,class_of_2035,2031-2032,6,,9,normal,0.8938,updated_assignment_14,31.46396120689655,32.7149,31.77
695,SYN-SIS-000695,Synthetic Student 695,SYN-EXP-000695,Section C,2035,35,class_of_2035,2031-2032,6,,9,high,0.993,updated_assignment_14,47.560344678953626,45.7728,48.76
696,SYN-SIS-000696,Synthetic Student 696,SYN-EXP-000696,Section D,2035,35,class_of_2035,2031-2032,6,,9,normal,0.9548,updated_assignment_14,32.79817702140309,35.5545,32.12
