assessment_score_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,assignment_dim_id,school_year,school_year_offset,sis_user_id,course_id,section_id,teacher_id,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,is_populated,is_present,is_nonparticipation_zero
92,46,1,1,1,2,2025-2026,0,SYN-SIS-000046,MATH-ALG1,Y00-SEC-001,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.06,55.06,57.42,53.382,11.11,school_year_growth,48.19,57.4184,9.2284,true,true,false
93,47,2,4,2,1,2025-2026,0,SYN-SIS-000047,MATH-GEOM,Y00-SEC-004,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,80.63,80.63,83.64,75.6584,,initialize_latent_readiness,,83.64,,true,true,false
94,47,2,4,2,2,2025-2026,0,SYN-SIS-000047,MATH-GEOM,Y00-SEC-004,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,87.51,87.51,85.08,85.0409,6.88,school_year_growth,83.64,85.0823,1.4423,true,true,false
95,48,8,26,5,1,2025-2026,0,SYN-SIS-000048,MATH-AP-CALC-BC,Y00-SEC-026,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,45.74,45.74,49.65,47.392,,initialize_latent_readiness,,49.65,,true,true,false
96,48,8,26,5,2,2025-2026,0,SYN-SIS-000048,MATH-AP-CALC-BC,Y00-SEC-026,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.24,55.24,55.5,54.2315,9.5,school_year_growth,49.65,55.5036,5.8536,true,true,false
97,49,5,16,4,1,2025-2026,0,SYN-SIS-000049,MATH-AP-PRECALC,Y00-SEC-016,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,100.0,,true,false,true
98,49,5,16,4,2,2025-2026,0,SYN-SIS-000049,MATH-AP-PRECALC,Y00-SEC-016,TCH-004,Assignment 02,2,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,95.6,95.6,96.26,89.5151,,school_year_growth,100.0,96.2613,-3.7387,true,true,false
99,50,1,2,1,1,2025-2026,0,SYN-SIS-000050,MATH-ALG1,Y00-SEC-002,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,24.35,24.35,24.28,27.5543,,initialize_latent_readiness,,24.28,,true,true,false
100,50,1,2,1,2,2025-2026,0,SYN-SIS-000050,MATH-ALG1,Y00-SEC-002,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,30.8,30.8,32.47,30.7024,6.45,school_year_growth,24.28,32.4728,8.1928,true,true,false
101,51,5,17,4,1,2025-2026,0,SYN-SIS-000051,MATH-AP-PRECALC,Y00-SEC-017,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,57.53,57.53,57.51,56.5167,,initialize_latent_readiness,,57.51,,true,true,false
102,51,5,17,4,2,2025-2026,0,SYN-SIS-000051,MATH-AP-PRECALC,Y00-SEC-017,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.75,61.75,63.32,60.8095,4.22,school_year_growth,57.51,63.3241,5.8141,true,true,false
103,52,2,6,2,1,2025-2026,0,SYN-SIS-000052,MATH-GEOM,Y00-SEC-006,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,56.8,56.8,59.97,55.2475,,initialize_latent_readiness,,59.97,,true,true,false
104,52,2,6,2,2,2025-2026,0,SYN-SIS-000052,MATH-GEOM,Y00-SEC-006,TCH-002,Assignment 02,2,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,59.97,65.4288,5.4588,true,false,true
105,53,5,18,4,1,2025-2026,0,SYN-SIS-000053,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,95.31,95.31,91.73,88.4343,,initialize_latent_readiness,,91.73,,true,true,false
106,53,5,18,4,2,2025-2026,0,SYN-SIS-000053,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,98.97,98.97,96.1,96.4638,3.66,school_year_growth,91.73,96.1046,4.3746,true,true,false
107,54,2,7,1,1,2025-2026,0,SYN-SIS-000054,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,17.3,17.3,18.23,21.5983,,initialize_latent_readiness,,18.23,,true,true,false
108,54,2,7,1,2,2025-2026,0,SYN-SIS-000054,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,24.79,24.79,24.48,24.8394,7.49,school_year_growth,18.23,24.4813,6.2513,true,true,false
109,55,4,13,3,1,2025-2026,0,SYN-SIS-000055,MATH-ALG2-H,Y00-SEC-013,TCH-003,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,69.54,69.54,67.61,66.3528,,initialize_latent_readiness,,67.61,,true,true,false
110,55,4,13,3,2,2025-2026,0,SYN-SIS-000055,MATH-ALG2-H,Y00-SEC-013,TCH-003,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,72.02,72.02,72.63,70.7367,2.48,school_year_growth,67.61,72.6263,5.0163,true,true,false
111,56,8,26,5,1,2025-2026,0,SYN-SIS-000056,MATH-AP-CALC-BC,Y00-SEC-026,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,54.26,54.26,56.45,54.5899,,initialize_latent_readiness,,56.45,,true,true,false
112,56,8,26,5,2,2025-2026,0,SYN-SIS-000056,MATH-AP-CALC-BC,Y00-SEC-026,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,62.31,62.31,57.88,61.1539,8.05,school_year_growth,56.45,57.8798,1.4298,true,true,false
113,57,4,14,3,1,2025-2026,0,SYN-SIS-000057,MATH-ALG2-H,Y00-SEC-014,TCH-003,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,72.56,72.56,70.66,68.9041,,initialize_latent_readiness,,70.66,,true,true,false
114,57,4,14,3,2,2025-2026,0,SYN-SIS-000057,MATH-ALG2-H,Y00-SEC-014,TCH-003,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,76.85,76.85,76.01,75.1537,4.29,school_year_growth,70.66,76.0121,5.3521,true,true,false
115,58,2,7,1,1,2025-2026,0,SYN-SIS-000058,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,49.73,49.73,51.02,48.996,,initialize_latent_readiness,,51.02,,true,true,false
116,58,2,7,1,2,2025-2026,0,SYN-SIS-000058,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,57.46,57.46,58.33,56.0536,7.73,school_year_growth,51.02,58.3298,7.3098,true,true,false
117,59,3,9,2,1,2025-2026,0,SYN-SIS-000059,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,14.82,,true,false,true
118,59,3,9,2,2,2025-2026,0,SYN-SIS-000059,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 02,2,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,26.0,26.0,23.09,29.2269,,school_year_growth,14.82,23.093,8.273,true,true,false
119,60,5,17,4,1,2025-2026,0,SYN-SIS-000060,MATH-AP-PRECALC,Y00-SEC-017,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,53.87,53.87,50.23,53.9818,,initialize_latent_readiness,,50.23,,true,true,false
120,60,5,17,4,2,2025-2026,0,SYN-SIS-000060,MATH-AP-PRECALC,Y00-SEC-017,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,45.96,45.96,51.21,47.2189,-7.91,school_year_growth,50.23,51.2135,0.9835,true,true,false
121,61,3,9,2,1,2025-2026,0,SYN-SIS-000061,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,16.45,16.45,17.94,21.1588,,initialize_latent_readiness,,17.94,,true,true,false
122,61,3,9,2,2,2025-2026,0,SYN-SIS-000061,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,31.98,31.98,28.77,30.8976,15.53,school_year_growth,17.94,28.7743,10.8343,true,true,false
123,62,2,3,2,1,2025-2026,0,SYN-SIS-000062,MATH-GEOM,Y00-SEC-003,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,63.28,63.28,65.88,60.4434,,initialize_latent_readiness,,65.88,,true,true,false
124,62,2,3,2,2,2025-2026,0,SYN-SIS-000062,MATH-GEOM,Y00-SEC-003,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,71.93,71.93,70.41,69.7881,8.65,school_year_growth,65.88,70.4117,4.5317,true,true,false
125,63,2,7,1,1,2025-2026,0,SYN-SIS-000063,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,39.58,39.58,41.35,40.6996,,initialize_latent_readiness,,41.35,,true,true,false
126,63,2,7,1,2,2025-2026,0,SYN-SIS-000063,MATH-GEOM,Y00-SEC-007,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,49.93,49.93,48.1,48.6396,10.35,school_year_growth,41.35,48.0956,6.7456,true,true,false
127,64,3,9,2,1,2025-2026,0,SYN-SIS-000064,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,27.06,27.06,26.98,30.401,,initialize_latent_readiness,,26.98,,true,true,false
128,64,3,9,2,2,2025-2026,0,SYN-SIS-000064,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,32.27,32.27,33.81,32.4034,5.21,school_year_growth,26.98,33.811,6.831,true,true,false
129,65,1,2,1,1,2025-2026,0,SYN-SIS-000065,MATH-ALG1,Y00-SEC-002,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,21.39,21.39,25.67,25.0536,,initialize_latent_readiness,,25.67,,true,true,false
130,65,1,2,1,2,2025-2026,0,SYN-SIS-000065,MATH-ALG1,Y00-SEC-002,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,32.71,32.71,33.87,31.9862,11.32,school_year_growth,25.67,33.8743,8.2043,true,true,false
131,66,3,10,2,1,2025-2026,0,SYN-SIS-000066,MATH-ALG2,Y00-SEC-010,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,60.92,60.92,63.19,58.7282,,initialize_latent_readiness,,63.19,,true,true,false
132,66,3,10,2,2,2025-2026,0,SYN-SIS-000066,MATH-ALG2,Y00-SEC-010,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,64.71,64.71,62.95,63.504,3.79,school_year_growth,63.19,62.9489,-0.2411,true,true,false
133,67,7,24,5,1,2025-2026,0,SYN-SIS-000067,MATH-AP-CALC-AB,Y00-SEC-024,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,35.06,35.06,33.78,37.812,,initialize_latent_readiness,,33.78,,true,true,false
134,67,7,24,5,2,2025-2026,0,SYN-SIS-000067,MATH-AP-CALC-AB,Y00-SEC-024,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,41.63,41.63,42.55,41.3863,6.57,school_year_growth,33.78,42.5463,8.7663,true,true,false
135,68,7,23,5,1,2025-2026,0,SYN-SIS-000068,MATH-AP-CALC-AB,Y00-SEC-023,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,69.53,69.53,73.04,67.2118,,initialize_latent_readiness,,73.04,,true,true,false
136,68,7,23,5,2,2025-2026,0,SYN-SIS-000068,MATH-AP-CALC-AB,Y00-SEC-023,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,74.03,74.03,76.42,72.6782,4.5,school_year_growth,73.04,76.423,3.383,true,true,false
137,69,3,10,2,1,2025-2026,0,SYN-SIS-000069,MATH-ALG2,Y00-SEC-010,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,57.17,57.17,54.12,55.5601,,initialize_latent_readiness,,54.12,,true,true,false
138,69,3,10,2,2,2025-2026,0,SYN-SIS-000069,MATH-ALG2,Y00-SEC-010,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,59.61,59.61,57.85,58.7776,2.44,school_year_growth,54.12,57.8475,3.7275,true,true,false
139,70,2,8,2,1,2025-2026,0,SYN-SIS-000070,MATH-GEOM,Y00-SEC-008,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,42.25,42.25,40.54,42.6767,,initialize_latent_readiness,,40.54,,true,true,false
140,70,2,8,2,2,2025-2026,0,SYN-SIS-000070,MATH-GEOM,Y00-SEC-008,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,43.86,43.86,46.74,43.7305,1.61,school_year_growth,40.54,46.74,6.2,true,true,false
141,71,3,11,3,1,2025-2026,0,SYN-SIS-000071,MATH-ALG2,Y00-SEC-011,TCH-003,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,36.07,36.07,30.05,38.0129,,initialize_latent_readiness,,30.05,,true,true,false
142,71,3,11,3,2,2025-2026,0,SYN-SIS-000071,MATH-ALG2,Y00-SEC-011,TCH-003,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.38,35.38,38.68,36.0348,-0.69,school_year_growth,30.05,38.6847,8.6347,true,true,false
143,72,2,3,2,1,2025-2026,0,SYN-SIS-000072,MATH-GEOM,Y00-SEC-003,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,20.7,20.7,20.09,25.0279,,initialize_latent_readiness,,20.09,,true,true,false
144,72,2,3,2,2,2025-2026,0,SYN-SIS-000072,MATH-GEOM,Y00-SEC-003,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.27,35.27,27.58,34.2291,14.57,school_year_growth,20.09,27.5768,7.4868,true,true,false
145,73,5,18,4,1,2025-2026,0,SYN-SIS-000073,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,60.97,60.97,60.95,59.7015,,initialize_latent_readiness,,60.95,,true,true,false
146,73,5,18,4,2,2025-2026,0,SYN-SIS-000073,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,62.47,62.47,62.78,61.8797,1.5,school_year_growth,60.95,62.784,1.834,true,true,false
147,74,5,16,4,1,2025-2026,0,SYN-SIS-000074,MATH-AP-PRECALC,Y00-SEC-016,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,37.04,37.04,32.44,40.0419,,initialize_latent_readiness,,32.44,,true,true,false
148,74,5,16,4,2,2025-2026,0,SYN-SIS-000074,MATH-AP-PRECALC,Y00-SEC-016,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,38.39,38.39,41.92,39.0268,1.35,school_year_growth,32.44,41.919,9.479,true,true,false
149,75,7,21,5,1,2025-2026,0,SYN-SIS-000075,MATH-AP-CALC-AB,Y00-SEC-021,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,82.66,82.66,85.49,78.3044,,initialize_latent_readiness,,85.49,,true,true,false
150,75,7,21,5,2,2025-2026,0,SYN-SIS-000075,MATH-AP-CALC-AB,Y00-SEC-021,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,87.41,87.41,88.44,85.4451,4.75,school_year_growth,85.49,88.4428,2.9528,true,true,false
151,76,3,11,3,1,2025-2026,0,SYN-SIS-000076,MATH-ALG2,Y00-SEC-011,TCH-003,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,46.67,46.67,49.98,46.6894,,initialize_latent_readiness,,49.98,,true,true,false
152,76,3,11,3,2,2025-2026,0,SYN-SIS-000076,MATH-ALG2,Y00-SEC-011,TCH-003,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,53.18,53.18,53.21,52.1753,6.51,school_year_growth,49.98,53.2143,3.2343,true,true,false
153,77,7,21,5,1,2025-2026,0,SYN-SIS-000077,MATH-AP-CALC-AB,Y00-SEC-021,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,18.39,,true,false,true
154,77,7,21,5,2,2025-2026,0,SYN-SIS-000077,MATH-AP-CALC-AB,Y00-SEC-021,TCH-005,Assignment 02,2,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,28.04,28.04,28.99,32.1599,,school_year_growth,18.39,28.9862,10.5962,true,true,false
155,78,5,18,4,1,2025-2026,0,SYN-SIS-000078,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,37.86,37.86,36.99,40.1775,,initialize_latent_readiness,,36.99,,true,true,false
156,78,5,18,4,2,2025-2026,0,SYN-SIS-000078,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,41.57,41.57,42.88,41.6476,3.71,school_year_growth,36.99,42.8842,5.8942,true,true,false
157,79,3,9,2,1,2025-2026,0,SYN-SIS-000079,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,69.39,69.39,67.41,65.8839,,initialize_latent_readiness,,67.41,,true,true,false
158,79,3,9,2,2,2025-2026,0,SYN-SIS-000079,MATH-ALG2,Y00-SEC-009,TCH-002,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,73.34,73.34,72.79,71.7387,3.95,school_year_growth,67.41,72.7857,5.3757,true,true,false
159,80,5,18,4,1,2025-2026,0,SYN-SIS-000080,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,25.44,25.44,24.57,29.6848,,initialize_latent_readiness,,24.57,,true,true,false
160,80,5,18,4,2,2025-2026,0,SYN-SIS-000080,MATH-AP-PRECALC,Y00-SEC-018,TCH-004,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,29.36,29.36,33.7,29.9483,3.92,school_year_growth,24.57,33.6979,9.1279,true,true,false
161,81,1,1,1,1,2025-2026,0,SYN-SIS-000081,MATH-ALG1,Y00-SEC-001,TCH-001,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,91.85,91.85,88.43,84.5802,,initialize_latent_readiness,,88.43,,true,true,false
162,81,1,1,1,2,2025-2026,0,SYN-SIS-000081,MATH-ALG1,Y00-SEC-001,TCH-001,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,94.94,94.94,92.02,92.4112,3.09,school_year_growth,88.43,92.0224,3.5924,true,true,false
163,82,7,22,5,1,2025-2026,0,SYN-SIS-000082,MATH-AP-CALC-AB,Y00-SEC-022,TCH-005,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,50.47,50.47,49.76,51.1094,,initialize_latent_readiness,,49.76,,true,true,false
164,82,7,22,5,2,2025-2026,0,SYN-SIS-000082,MATH-AP-CALC-AB,Y00-SEC-022,TCH-005,Assignment 02,2,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,53.13,53.13,53.5,52.8975,2.66,school_year_growth,49.76,53.4984,3.7384,true,true,false
